productid,brand_name,categories,description,details,img_url,ingredients,keywords,love_count,price,product_id,rev_count,product_name,product_url,size,use
107,Peter Thomas Roth,"skincare, lip treatments, lip balms & treatments","What it is:An antiaging, hydrating lip treatment.What it does:Peter Thomas Roth Un-Wrinkle® Lip visibly reduces the appearance of lines on the lips and around the lip area. It has an exclusive patent-pending blend of eight powerful, 100% act","What it is:
An antiaging, hydrating lip treatment.

What it does:
Peter Thomas Roth Un-Wrinkle® Lip visibly reduces the appearance of lines on the lips and around the lip area. It has an exclusive patent-pending blend of eight powerful, 100% active antiaging peptides and neuropeptides that help to enhance lip moisture, increase lip volume, and improve the definition of the lip line. Lips are left fuller, smoother, and more youthful looking.

What else you need to know:
This product is formulated with a high concentration of peptides for maximum results. The total neuropeptides and peptides is 24 percent.",http://www.sephora.com/productimages/sku/s1108778-main-Lhero.jpg,,un wrinkle lip treatment,7953,30.0,P227605,299,Un-Wrinkle® Lip Treatment,http://www.sephora.com/un-wrinkle-lip-treatment-P227605,0.25 oz,
250,Urban Decay,"makeup, cheek, cheek palettes","What it is:
A silky bronzer, highlighter, and blush in a sleek, travel-ready compact.  

What it does:
Use these pressed powders individually or blend them together to create just the right effect. Urban Decay’s micronized, jet-milled formula has","What it is:
A silky bronzer, highlighter, and blush in a sleek, travel-ready compact.

What it does:
Use these pressed powders individually or blend them together to create just the right effect. Urban Decay’s micronized, jet-milled formula has a luxe, featherlight texture that feels amazing on your skin and provides a flawless finish. Light-diffusing particles enhance and perfect to for a fresh, glowy look, even after a late night. The color is intensely pigmented yet blends beautifully, and the universal shades are versatile enough for any skin tone.

What else you need to know:
All shades are full size and come in a sleek case with an easy-open magnetic closure and a mirror that is compact enough for travel or mid-date touchups. This product is an Allure Best of Beauty winner.",http://www.sephora.com/productimages/sku/s1475540-main-Lhero.jpg,,naked flushed,90000,34.0,P377706,1548,Naked Flushed,http://www.sephora.com/naked-flushed-P377706,0.49 oz/ 14 g,
463,Tata Harper,"makeup, lip, lip stain","Shop Tata Harper’s Volumizing Lip & Cheek Tint at Sephora. This line of age-defying, moisturizing lip and cheek tints deliver the perfect pop of color.","Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A line of age-defying, moisturizing lip and cheek tints that minimize fine lines while delivering the perfect pop of color.

Solutions for:
- Loss of firmness and elasticity
- Dryness

If you want to know more…
These smooth, easily blendable tints deliver the perfect pop of natural color to lips and cheeks while moisturizing and helping to minimize the look of fine lines for skin that has the irresistible flush and voluminous look of youth.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is free from toxins, fillers, artificial colors, artificial fragrances, all synthetic chemicals, and GMOs.",http://www.sephora.com/productimages/sku/s1725399-main-Lhero.jpg,,volumizing lip cheek tint,7360,36.0,P397825,40,Volumizing Lip & Cheek Tint,http://www.sephora.com/volumizing-lip-cheek-tint-P397825,0.15 oz/ 4.3 g,
687,Kat Von D,"makeup, lip, lipstick",Shop Kat Von D’s Limited Edition Studded Kiss Lipstick at Sephora. It has three top-selling Everlasting Liquid Lipstick shades in the Studded Kiss formula.,"What it is:
A limited-edition, iconic Studded Kiss Lipstick in a polished, gunmetal finish.

What it does:
Rock your lips in three new shades with Limited Edition Studded Kiss Lipstick. This collection features three top-selling Everlasting Liquid Lipstick shades, recreated for the first time in the Studded Kiss formula. This season only, Kat’s iconic collection trades its all-black studded design for sleek new gunmetal packaging. Choose from Lolita II, a terra cotta nude, Double Dare, a cocoa blush, and Mother, a dusty mauve-pink.

Studded Kiss Lipstick’s innovative formula coats lips with bold color, long-lasting wear, and luxurious comfort. Designed to look as rock ‘n’ roll as its wearer, this revolutionary lipstick is formulated with Color Cushion Technology™, which combines lasting-wear, one-swipe payoff, and velvet-touch comfort.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
Kat Von D’s Studded Kiss Lipstick is infused with an antioxidant complex that leaves lips feeling soft, and the Crème Brûlée scent provides a subtle, sweet experience when you apply it. Designed by Kat to resemble one of her favorite bracelets, the black, monochromatic casing is uniquely studded and topped with her KVD monogram on the outer crown and bullet.

#VeganAlert! Studded Kiss Lipstick is completely free of animal-derived ingredients.

""I am proud to say that Kat Von D Beauty has never tested on animals—and never will.""—Kat Von D",http://www.sephora.com/productimages/sku/s1848415-main-Lhero.jpg,,limited edition studded kiss lipstick,20000,21.0,P413180,92,Studded Kiss Lipstick,http://www.sephora.com/limited-edition-studded-kiss-lipstick-P413180,0.10 oz/ 3 g,
616,Too Faced,"makeup, eye, under-eye concealer","Shop Too Faced’s Born This Way Naturally Radiant Concealer at Sephora. It reduces the look of imperfections, hydrates, and brightens the look of skin.","What it is:
An oil-free concealer that minimizes the appearance of imperfections while leaving skin with natural-looking radiance.

What it does:
Born This Way Naturally Radiant Concealer banishes the appearance of dark circles and imperfections while it blurs the look of lines and wrinkles. It's infused with skin care benefits, including coconut water to replenish moisture levels, Alpine rose to brighten and boost radiance, and hyaluronic acid for a smoother, more youthful look. Creamy and comfortable, a proprietary blend of color correctors create the look of flawless skin. The result: a complexion that appears naturally radiant when applied over or under foundation—even when worn alone.",http://www.sephora.com/productimages/sku/s1833888-main-Lhero.jpg,,born this way naturally radiant concealer,30000,28.0,P410500,487,Born This Way Naturally Radiant Concealer,http://www.sephora.com/born-this-way-naturally-radiant-concealer-P410500,0.23 oz,
796,rms beauty,"makeup, lip, lip gloss",Shop RMS Beauty’s Lip Shine at Sephora. This nourishing natural lip gloss adds a touch of sheen.,"What it is:
A nourishing, natural lip gloss.

What does:
Lip Shine combines nourishing oils and raw mineral pigments, resulting in an exotic formula that is visibly hydrating and provides the perfect wash of color.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is hypoallergenic, gluten-free, cruelty-free, and noncomedogenic.",http://www.sephora.com/productimages/sku/s1902527-main-Lhero.jpg,,lip shine,1392,25.0,P415648,4,Lip Shine,http://www.sephora.com/lip-shine-P415648,0.20 oz/ 5.67 g,
549,Anastasia Beverly Hills,"makeup, lip, lip balm & treatment",Shop Anastasia Beverly Hills’ Lip Primer at Sephora. This lip primer acts as a basecoat to adhere lip color in place.,"What it is:
A sheer, lip primer treatment that primes and smooths lips and prepares them for color.

What it does:
Prepare lips for color with this smooth Lip Primer formula. It locks in your lip color, preventing it from flaking or bleeding.",http://www.sephora.com/productimages/sku/s1792555-main-Lhero.jpg,,lip primer,10000,16.0,P406577,116,Lip Primer,http://www.sephora.com/lip-primer-P406577,0.16 oz,
147,Bobbi Brown,"makeup, face, foundation","Coverage:
✔ Medium
✔ Sheer

Skin type:
✔ Sensitive
✔ Normal
✔ Combination
✔ Oily

Finish:
✔ Satin
✔ Radiant
✔ Natural

SPF:
- SPF 15

What it is:
 A water-based, oil-fr","Coverage:
✔ Medium
✔ Sheer

Skin type:
✔ Sensitive
✔ Normal
✔ Combination
✔ Oily

Finish:
✔ Satin
✔ Radiant
✔ Natural

SPF:
- SPF 15

What it is:
A water-based, oil-free foundation that delivers undetectable coverage and a fresh, hydrated glow for the most natural skin-like finish.

What it does:
The lightweight, water-based formula sinks into skin, instantly helping to plump, moisturize, and boost your skin’s glow. Sustained hydration keeps skin looking and feeling fresh, and ensures that color stays true all day. The oil-free formula is enhanced with light-reflective optic ingredients to give skin natural-looking radiance. In addition to weightless, long-wearing coverage and hydration, the formula minimizes the appearance of pores, conceals imperfections, and delivers broad spectrum UV protection.

What else you need to know:
This foundation provides buildable, light-to-medium coverage that goes easily. It’s available in wide range of shades for all skin tones.",http://www.sephora.com/productimages/sku/s1288448-main-Lhero.jpg,,skin foundation spf 15,20000,50.0,P270551,755,Skin Foundation SPF 15,http://www.sephora.com/skin-foundation-spf-15-P270551,1 oz/ 30 mL,
343,Laura Mercier,"makeup, face, foundation","Shop Laura Mercier’s Smooth Finish Flawless Fluide at Sephora. It gives the complexion a natural-looking, matte finish with a second-skin look.","Coverage:
✔ Medium

Skin type:
✔ Sensitive
✔ Normal
✔ Combination
✔ Oily

Finish:
✔ Satin
✔ Matte
✔ Radiant
✔ Natural

What it is:
An oil-free, ultra-thin foundation that smooths and perfects the skin—blurring the line between real skin and makeup.

What it does:
Get your complexion a natural-looking, matte finish with a second-skin look. Just shake this foundation to activate the bi-phase formula –delivering the most color-true shade, with medium, buildable coverage. With its reflective Hydro-Brilliant waters, it minimizes imperfections and pores and visibly evens skin tone for a smooth, seamless complexion that’s water-resistant for all-day wear.

What it is formulated WITHOUT:
- Parabens
- Phthalates

What else you need to know:
Renowned makeup artist Laura Mercier believes that Foundation's true purpose is to even out your skin tone so it looks its very best. Her foundations create a flawless, natural look that lets your skin show through, yet they are distinctly lighter in weight and texture. The aim is to enhance your beauty, not cover it up.

This professional-quality foundation is noncomedogenic, dermatologist-tested, and free of sodium laurel.",http://www.sephora.com/productimages/sku/s1612142-main-Lhero.jpg,,smooth finish flawless fluide,10000,48.0,P387423,640,Smooth Finish Flawless Fluide,http://www.sephora.com/smooth-finish-flawless-fluide-P387423,1 oz/ 30 mL,
658,Natasha Denona,"makeup, face, highlighter",Shop Natasha Denona’s All Over Glow Face & Body Shimmer in Powder at Sephora. It glides cross the face and body for a gentle and natural-looking glow.,"What it is:
A hydrating shimmer powder—infused with real crushed pearls—to bring the ultimate glowing, healthy-looking texture to the face and body.

What it does:
Specially formulated for a long lasting finish, All Over Face & Body Shimmer in Powder glides across the skin for a gentle and natural-looking radiance. Perfect for creating a Hollywood glow, it’s easy to apply, light and comfortable, and long-lasting to ensure that skin is left with a gentle shimmer and glowing finish for hours.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
""This is my bestselling product! I was eager to create a highlighter than doesn’t have a sparkling glitter effect. Once I achieved this formula, which gives the skin a dewy and radiant glow like never seen before in any other highlighter, I decided to add moisturizing benefits because most powder products tend to dry out the skin.""—Natasha Denona

This crushed pearl mineral formula in powder form has a creamy feel, giving you the most gorgeous and natural glow with a non-flaky finish. This product is cruelty-free and free of allergens.",http://www.sephora.com/productimages/sku/s1875210-main-Lhero.jpg,,all over glow face body shimmer in powder,10000,38.0,P411831,37,All Over Glow Face & Body Shimmer in Powder,http://www.sephora.com/all-over-glow-face-body-shimmer-in-powder-P411831,0.35 oz/ 10 g,
685,Urban Decay,"makeup, lip, lip sets",Shop Urban Decay’s Junkie Vice Lipstick Palette at Sephora. This product includes 12 addictive lip color shades with a lip brush.,"What it is:
A limited-edition, super-creamy lip palette with 12 shades in a glamorous, gold-accented gunmetal case.

What it does:
Experiement with this lipstick palette’s creamy lip shades—including five finishes from Urban Decay’s indulgent Vice Lipstick collection. The colors range from shimmery to matte, dark to light, and neutral to bright for every mood and occasion. Urban Decay’s proprietary Pigment Infusion System™ delivers powerful pigment in one small swipe. Its hydrating butter blend glides on and conditions without dragging or skipping, for lips that feel as good as they look. This palette’s travel-friendly case features a retractable lip brush, mirror, and cover to protect its wide array of shades.

This palette contains:
- 12 x 0.02 oz/ 0.7 g in Disturbed (deep brick red), 714 (bright red), Carnal (medium warm nude), Safe Word (neutral nude-pink), Studded (metallic gray-brown), Whip (soft pink with gold iridescent shimmer), Wrath (metallic red), Big Bang (bright pink sparkle), Firebird (deep fuchsia), Vanity Kills (lavender), Speedball (deep vibrant purple), Junkie (metallic teal shimmer with gold micro-sparkle)
- Lip brush

What it is formulated WITHOUT:
- Parabens",http://www.sephora.com/productimages/sku/s1860634-main-Lhero.jpg,,junkie vice lipstick palette,10000,20.0,P412342,102,Junkie Vice Lipstick Palette,http://www.sephora.com/junkie-vice-lipstick-palette-P412342,12 x 0.02 oz/ 12 x 0.59 mL,
183,SEPHORA COLLECTION,"makeup, cheek, blush","What it is:
 A collection of long-lasting buildable blushes, highlighters, bronzers, and contour shades.

What it does:
These blushes are available in an extended range of shades, including colors made to contour, highlight, and add the perfect b","What it is:
A collection of long-lasting buildable blushes, highlighters, bronzers, and contour shades.

What it does:
These blushes are available in an extended range of shades, including colors made to contour, highlight, and add the perfect blush to your cheeks. The ultra-sheer texture blends perfectly into the skin without caking, allowing for buildable intensity of color. Designed to be worn alone or layered together for more depth, these blushes provide a healthy glow that flatters any skin tone. With finishes ranging from matte to satin to shimmer, this collection allows you to customize an endless possibility of fresh-faced looks.

What else you need to know:
This product is not tested on animals.

Research results:
In a consumer test on 100 volunteers, after 5 days of use:
For the Colorful matte blushes:
- 90% of the women think this blush provides a healthy look
- 89% of the women think the product has a sheer light texture on cheeks
- 81% of the women think the product texture blends perfectly with skin
- 76% of the women think this blush is long lasting

For the Colorful shimmering blushes:
- 91% of the women think this blush provides a healthy look
- 91% of the women think the product has a sheer light texture on cheeks
- 86% of the women think the product texture blends perfectly with skin
- 84% of the women think this blush is long lasting",http://www.sephora.com/productimages/sku/s1774975-main-Lhero.jpg,,colorful face powders blush bronze highlight contour,70000,14.0,P291430,1506,"Colorful Face Powders – Blush, Bronze, Highlight, & Contour",http://www.sephora.com/colorful-face-powders-blush-bronze-highlight-contour-P291430,0.17 oz,
560,Grande Lips,"makeup, lip, lip plumper",Shop GrandeLips’ Hydrating Lip Plumper at Sephora. A lip formula that instantly improves lip volume and hydrates dry areas.,"What it is:
An instant lip formula with long-term benefits.

What it does:
Infused with Volulip™ and hyaluronic acid, GrandeLIPS Hydrating Lip Plumper instantly improves lip volume in three to five minutes, adding a pop of lip-boosting color while hydrating dry areas. GrandeLIPS offers an array of shades, including its original clear color, and its clinically proven formula increases overall lip hydration, volume, softness, and firmness in just 30 days of usage when applied twice daily. GrandeLIPS’s unique cushion applicator easily wipes clean, and it feels smooth on the lips and layers effortlessly with other lip products. Don’t be alarmed by the tingling sensation you feel after application—that’s how you know GrandeLIPS is working its magic.

What it is formulated WITHOUT:
- Parabens

What else you need to know:
This product is infused with vanilla flavor, is cruelty-free, and free of gluten. For best results, apply GrandeLIPS twice daily for 30 days. You can use GrandeLIPS in combination with other lip products. The GrandeLIPS color shades offer the same benefits as its original formula.",http://www.sephora.com/productimages/sku/s1900554-main-Lhero.jpg,"Cashmere Buff
-Volulip™: Soothes irritated skin while enhancing collagen and plumping effect.
-Hyaluronic Acid: Moisturizes and improves firmness; helps stimulate plumping.
-Niacin: Skin conditioning agent with smoothing properties.
-Atelocollagen Polypeptide: Boosts natural collagen production.

Octyldodecanol, Polybutene, Pentaerythrityltetraisostearate, Silica Dimethyl Silylate, Ethylhexyl Palmitate, Flavor, Cetearylethylhexanoate, Quaternium-90 Bentonite, Menthoxypropanediol, Caprylyl Glycol, 1, 2 Hexanediol, Methyl Nicotinate, Propylenecarbonate, Butylene Glycol, Saccharin, Sodium Chondroitin Sulfate, Sorbitan Isostearate, Caffeine, Niacin, Collagen, Portulaca Pilosaextract, Phenoxyethanol, Hexylene Glycol, Sodium Hyaluronate, Sucrose Cocoate, Palmitoyltripeptide-38. May Contain: Titanium Dioxide, Red 7 Lake, Red 28 Lake, Red 6 Lake, Yellow 5 Lake, Red 21 Lake, Iron Oxides.",grandelips hydrating lip plumper,10000,27.0,P407471,238,GrandeLIPS Hydrating Lip Plumper,http://www.sephora.com/grandelips-hydrating-lip-plumper-P407471,0.084 oz/ 2.48 mL,"Suggested Usage:
-Click or twist the bottom of the GrandeLIPS bottle to fill the applicator with product.
-Use on clean, dry lips.
-Apply again throughout the day with your other lip products or wear alone.
-For maximum results, apply twice daily for 30 days."
185,Smashbox,"makeup, face, foundation","Shop Smashbox’s Studio Skin 15 Hour Hydrating Foundation at Sephora. It provides a lasting, medium-to-full, buildable coverage with a natural-matte finish.","Coverage:
✔ Full
✔ Medium

Skin type:
✔ Sensitive
✔ Normal
✔ Dry
✔ Combination
✔ Oily

Finish:
✔ Matte

What it is:
An oil-free, hydrating foundation that gives you flawless skin for 15 hours—plus, it's tested to ensure that you look gorgeous in any light.

What it does:
Achieve medium-to-full, buildable coverage with a natural matte finish. This foundation blurs the look of imperfections with light-diffusing spheres, and it stays put for 15 hours of wear—no touch ups needed. Lightweight and comfortable, it’s exercise-resistant, sweat-resistant, and transfer-proof, and it works on all skin types.

What it is formulated WITHOUT:
- Parabens
- Phthalates

What else you need to know:
Smashbox consulted global makeup artists around the world to ensure that their shade range works for all skin tones. They’re also the only beauty brand with a lighting lab called Flashbox, where they test and perfect color consistency across all 22 shades in any light.

This product is cruelty-free, and it’s free of oil, fragrance, talc, and sodium lauryl sulfate.",http://www.sephora.com/productimages/sku/s1349380-main-Lhero.jpg,,studio skin 15 hour wear foundation,40000,42.0,P292403,1641,Studio Skin 15 Hour Hydrating Foundation,http://www.sephora.com/studio-skin-15-hour-wear-foundation-P292403,1 oz/ 30 mL,"Suggested Usage:
-1. Start with Photo Finish Primer.
-2. For the most natural finish, buff the foundation onto your face using short, quick strokes and always start at center of your face.
-3. Build and blend your way to customizable coverage.
-4. Pair with Studio Skin Concealer for flawless coverage that lasts up to 24 hours.
-Tip: For extra sheer coverage, warm between fingertips before applying."
810,Buxom,"makeup, lip, lip sets","Shop Buxom’s Lip Plumping Persuasion at Sephora. The duo has a semi-matte, liquid lipstick and a sheer, shimmering gloss in mini sizes.","What it is:
A limited-edition, duo with a semi-matte, liquid lipstick and bestselling sheer, shimmering gloss in mini sizes.

What it does:
Flaunt dramatic, bolder lip looks with this duo of alluring, lip-plumping shades. The creamy, semi-matte, lightweight Wildly Whipped™ Lightweight Liquid Lipstick leaves lips soft and supple. The bestselling sheer, shimmering Full-On™ Lip Polish gives lips a plumped appearance and delivers a refreshing tingling sensation.

This set contains:
- 0.07 oz/ 2 mL Mini Full-On™ Lip Polish in Sandy
- 0.06 oz/ 1.77 mL Mini Wildly Whipped™ Lightweight Liquid Lipstick in Wandress

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates",http://www.sephora.com/productimages/sku/s1900414-main-Lhero.jpg,,lip plumping persuasion,1923,18.0,P416776,2,Lip Plumping Persuasion,http://www.sephora.com/lip-plumping-persuasion-P416776,,
434,Urban Decay,"makeup, cheek, blush","What it is:A blendable, finely-milled powder blush that sweeps on beautifully and delivers eight hours of streak-free color.

What it does:Urban Decay Afterglow Blush leaves a sexy, lit-from-within glow. Fake a perfect flush with this eight-hour fo","What it is:
A blendable, finely-milled powder blush that sweeps on beautifully and delivers eight hours of streak-free color.

What it does:
Urban Decay Afterglow Blush leaves a sexy, lit-from-within glow. Fake a perfect flush with this eight-hour formula that creates the lingering, radiant look of a romantic rendezvous. Infused with light-diffusing pigments to enhance and perfect the skin, this highly-blendable, finely milled formula goes on sheer and provides eight long hours of lightweight, wearable, ultra-creamy color.

What it is formulated WITHOUT:
- Parabens",http://www.sephora.com/productimages/sku/s1704196-main-Lhero.jpg,,afterglow blush,30000,26.0,P395728,364,Afterglow 8-Hour Powder Blush,http://www.sephora.com/afterglow-blush-P395728,0.23 oz/ 6.8 g,
258,COVER FX,"makeup, face, foundation",Shop COVER FX’s Natural Finish Oil Free Foundation at Sephora. It imparts a radiant finish to the skin.,"Coverage:
✔ Full
✔ Medium

Skin type:
✔ Sensitive
✔ Normal
✔ Dry

Finish:
✔ Radiant

What it is:
A water-based liquid foundation that imparts a radiant finish to the skin.

What it does:
Available in 40 global shades, this oil free foundation has a silky, hydrating feel that glides on the skin and imparts a radiant, second-skin finish. Loaded with skincare ingredients, it contains vitamin C and vitamin E to help protect against free radicals. The lightweight texture is formulated to leave a luminous, soft focus finish to the skin and is buildable for a medium-to-full coverage.

What it is formulated WITHOUT:
- Parabens

What else you need to know:
The Cover FX Shade System is based on undertone and depth for a truly perfect match. To make shade matching simple, the shades are consistent across all formulas. Find your match in one Cover FX foundation and it’s your perfect match across all formulas.

Choose your shade range (light to deep):
Light: 0-20
Medium: 25-40
Medium Deep: 50-85
Deep 90-125

Choose your undertone:
P = Pink: A rosy, cooler hue to the skin
N = Neutral: Equal parts of pink and golden hue to the skin
G = Golden: A yellow, warmer hue to the skin*
*The G+ shades in the Golden range are even warmer and more olive than the G shades.

This product is clinically tested, vegan, and free of fragrance, gluten, mineral oil, and talc.",http://www.sephora.com/productimages/sku/s1721034-main-Lhero.jpg,,natural finish oil free foundation,30000,40.0,P377714,933,Natural Finish Foundation,http://www.sephora.com/natural-finish-oil-free-foundation-P377714,1 oz/ 30 mL,"Suggested Usage:
-For brush application, place a small amount of product on the flat top of the Liquid Foundation Brush and apply to the face until well blended.
-Set with loose powder for optimum wear.
-This foundation can also be applied with the fingertips or a makeup sponge."
